id,name,artist,release_date,popularity,genre
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,2024-07-19,91,pop
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,2024-08-16,100,pop
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,2024-05-17,97,pop
580BvW3DyUNoYFgQgoD2GI,Hold On,高爾宣 OSN,2024-06-14,64,pop
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,2024-03-25,83,pop
1yqdD2ScjkqvaNBUzPQ4vR,Who,Jimin,2024-07-23,87,pop
5wPnPIZS8wr4lPNLz4qvHK,Who,Jimin,2024-07-23,87,pop
32lSgbCqRcIOyUSnfuUZEQ,Who,Jimin,2024-07-23,87,pop
2VdSktBqFfkW7y6q5Ik4Z4,Supernova,aespa,2024-05-27,71,pop
5HVq8nS0pbM6G7YK8M7DY4,愛情的大壞蛋,Amazing Show,2024-09-30,59,pop
5eWcGfUCrVFMoYskyfkEPE,Armageddon,aespa,2024-05-27,73,pop
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,2024-07-26,84,pop
1SS0WlKhJewviwEDZ6dWj0,SPOT!,ZICO,2024-04-26,77,pop
4JBZuPALOvU2PC8E7t02vY,如果爱忘了 - Live,Silence Wang,2024-02-27,64,pop
38tXZcL1gZRfbqfOG0VMTH,How Sweet,NewJeans,2024-05-24,77,pop
2vNPGH1x5ZwxTjlvzLCyc2,Fate,(G)I-DLE,2024-01-29,66,pop
1njlnn8ZKHI77Pe9szIONR,SHEESH,BABYMONSTER,2024-04-01,77,pop
72gPDy1zVt95zVNali0IhK,MEOW,MEOVV,2024-09-06,73,pop
294hRgOqnGW2BemqP8D35X,Klaxon,(G)I-DLE,2024-07-08,67,pop
4e1aewX6ATPcdfQIqr7gqO,Sticky,KISS OF LIFE,2024-07-01,76,pop
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,2024-08-23,89,pop
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,2024-02-19,75,pop
3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),LISA,2024-10-03,85,pop
5NykvdFrH8mejmohWZvIWo,這麼多年 - 電影《我想和你在一起》插曲,陳華,2024-06-07,55,pop
1QPV3QoWw3rRKPeYoX8kO8,GGUM,YEONJUN,2024-09-19,77,pop
7GDgpad2BQVuDUzaxHFakc,LIKE THAT,BABYMONSTER,2024-04-01,75,pop
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),Taylor Swift,2024-04-18,84,pop
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,2024-04-05,93,pop
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,2024-08-23,91,pop
5ocSQW5sIUIOFojwXEz9Ki,Supernatural,NewJeans,2024-06-21,76,pop
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,2024-06-27,81,pop
0Md02V4hwKO5Vu5B7GD8tQ,FOREVER,BABYMONSTER,2024-07-01,71,pop
145tqlcE6YFsjNfxi9K3AE,"LOVE, MONEY, FAME (feat. DJ Khaled)",SEVENTEEN,2024-10-14,72,pop
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,2024-04-12,89,pop
09keT5ocFhEd5W5HidiUNq,Chk Chk Boom,Stray Kids,2024-07-19,79,pop
0L7R4dmkwk46DEZgqx1fF7,偷偷愛,Amazing Show,2024-09-30,52,pop
67aEhtXw9vYZKgyVLhkblq,手機錢包鑰匙菸 feat.Crowd Lu,Amazing Show,2024-09-30,53,pop
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,2024-03-08,87,pop
6EIMUjQ7Q8Zr2VtIUik4He,drunk text,Henry Moodie,2024-01-26,81,pop
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,2024-05-17,93,pop
5qI5EUqfDJpQ7w6sMECK7U,Super Lady,(G)I-DLE,2024-01-29,67,pop
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,2024-04-05,89,pop
7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),LISA,2024-08-15,81,pop
1x1oCGsFUDViOvcISuoKW0,Live My Life,aespa,2024-05-27,60,pop
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,David Guetta,2024-04-05,84,pop
0V2passWyAXnON67kfAj7y,ABCD,NAYEON,2024-06-14,72,pop
5eY7692tmgHB9dbmq6wa2M,晴る,ヨルシカ,2024-01-05,70,pop
4gxEY3Mh5FZZDAJAKPNrCS,CRAZY,LE SSERAFIM,2024-09-02,78,pop
19D8LNpWwIPpi6hs9BG7dq,Bubble Gum,NewJeans,2024-05-24,72,pop
0aZG8KWrpRnsGL0loUkfSj,plot twist,TWS,2024-01-22,68,pop
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),The Weeknd,2024-09-27,92,pop
4cPwi7lcWxRQNEb4xC77fC,TAIDADA,ZUTOMAYO,2024-10-03,73,pop
3AoEQRuFf8zVXWqSLo2UOi,CRAZY,LE SSERAFIM,2024-08-30,78,pop
3lwK3WyKAI5bUuGY1OgGbZ,Smart,LE SSERAFIM,2024-03-22,74,pop
2kIUILBPlz4exX9xIFS275,Lucky Girl Syndrome,ILLIT,2024-03-25,72,pop
3RkSwrsIadAvqVtMp5yhaB,XO (Only If You Say Yes),ENHYPEN,2024-07-12,75,pop
3aAnwyBJY9OLNLqSgd4fZU,Deja Vu,TOMORROW X TOGETHER,2024-04-01,74,pop
4gOwpU4kMZZNDWkoHYUj1Z,해야 (HEYA),IVE,2024-04-29,66,pop
06BeeZaS4YArThfTMu80QS,Imaginary Friend,ITZY,2024-10-15,67,pop
3W2kGv8CcwRl2MWQN5vxKL,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2024-02-16,69,pop
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,2024-08-23,87,pop
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,2024-08-09,85,pop
6ERs9uORCo1MfV0m9ixCuv,FREAK,YUQI,2024-04-23,60,pop
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,2024-01-18,85,pop
6pqyZNnLKyJKtrlf42FQoq,Nice Guy,BOYNEXTDOOR,2024-09-09,67,pop
7ugSlmtBWNMAgTpdvBPcIh,アポリア,ヨルシカ,2024-10-07,68,pop
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,2024-07-26,93,pop
2UE9XGbAzicJIyo4bB6sqM,MAESTRO,SEVENTEEN,2024-04-29,70,pop
58AZXyKRlsMBMcrRjpJpVG,Debut,KATSEYE,2024-06-28,74,pop
6Ixrp3yXfzv5brZXmZuXXN,Boom Boom Bass,RIIZE,2024-06-17,61,pop
5glPFBAuA1C85tBcVWVzvO,満ちてゆく,Fujii Kaze,2024-03-14,64,pop
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,2024-05-10,87,pop
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,2024-08-23,88,pop
6M6ZNRplLNspFEn6Ab3mOv,オレンジ,SPYAIR,2024-02-14,66,pop
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,2024-03-08,81,pop
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,2024-03-08,82,pop
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,2024-04-18,81,pop
18nZWRpJIHzgb1SQr4ncwb,Supernova,aespa,2024-05-13,63,pop
6D8y7Bck8h11byRY88Pt2z,Houdini,Dua Lipa,2024-05-03,83,pop
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,2024-06-06,85,pop
0UaaFmF3xUwMjnuAHBq7qL,Love You With All My Heart,Crush,2024-03-24,69,pop
19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,2024-08-19,84,pop
78W4mTLIh4qoLu92W4IQhO,ライラック,Mrs. GREEN APPLE,2024-04-11,77,pop
0Tq7v8YAmwdnAYBwyR1pZ4,"Earth, Wind & Fire",BOYNEXTDOOR,2024-04-15,67,pop
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,2024-05-17,85,pop
0GMs3jq70wmCo12pavj4st,Little Bit Better,Caleb Hearn,2024-02-23,73,pop
5NxmDq0yXBYGfCbMqvIXuv,UNDEAD,YOASOBI,2024-07-01,68,pop
2nRMW95dnOILirpjbksLTs,Never Let Go,Jung Kook,2024-06-07,75,pop
42XeicjBjdyu7boDDtHkvu,モノトーン,YOASOBI,2024-10-01,65,pop
15cQVPbbwv0sZXrHRIAZeX,When I'm With You,NCT DREAM,2024-11-11,80,pop
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,2024-04-05,83,pop
2y8vRHEoz15sYDmxyrDePO,"If I’m S, Can You Be My N?",TWS,2024-06-24,64,pop
3LWVXp636uLT356Rj08Jaz,Be Mine,Jimin,2024-07-19,75,pop
0OaHZgVm77zLQNR3kwFf6n,Dangerous,BOYNEXTDOOR,2024-09-09,66,pop
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,2024-05-10,83,pop
1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,2024-02-22,84,pop
1nysdCpKAh6yif4JkmoiNy,カーテンコール,Yuuri,2024-07-19,72,pop
00GDUNeJd97qjKp2yrx0OC,風神,Vaundy,2024-10-12,74,pop
315aBOUD3xtj7sUMXtRgMV,In The Stars,Benson Boone,2024-04-05,80,pop
6oNLSQX8bcAdbCElZYju3v,Supersonic,fromis_9,2024-08-12,68,pop
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,2024-05-17,87,pop
0oF9jpn0n8afMpbHKgRd6J,I Ain't Worried,OneRepublic,2024-07-12,77,pop
5b5cPscqVEMChvDqscVw26,Training Season,Dua Lipa,2024-05-03,79,pop
1agDCV4zQqaFwJQNsTgmL1,Smeraldo Garden Marching Band (feat. Loco),Jimin,2024-07-19,70,pop
7o0TPSw494RG2Q4iWmd1v6,唱,Ado,2024-02-06,69,pop
389rEslJY9vh7TZemIA4y7,絶対零度,natori,2024-04-05,67,pop
7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,2024-09-13,82,pop
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,2024-08-23,86,pop
7hZ2wV0F3Ca17GTSYHH2f1,メトロシティ,imase,2024-09-25,65,pop
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,2024-08-23,83,pop
1C22EnQawXuIsqgnnWcrMR,Feelin’ Go(o)d,Fujii Kaze,2024-07-25,64,pop
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,2024-06-07,81,pop
61f3iPQRIe0I6CSj7qJdi3,Delusion:All,ONE OK ROCK,2024-07-12,63,pop
52ItXyP098zb8OR4na4iQk,がらくた - JUNK,Kenshi Yonezu,2024-08-21,66,pop
4PCQHOJFMV9BWq46UMVf2l,familie,Mrs. GREEN APPLE,2024-08-08,74,pop
65npSVkyhQVDDqOsbOW0Aa,憂、燦々,ヨルシカ,2024-08-28,63,pop
3d2bsbugow8JiNvuaRupFH,Slow Dance (feat. Sofia Carson),Jimin,2024-07-19,72,pop
2o1pb13quMReXZqE7jWsgq,intro (end of the world),Ariana Grande,2024-03-08,81,pop
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Shaboozey,2024-04-12,86,pop
4DairgmwgyfmFHm0e7kRPL,Be Mine (English Version),Jimin,2024-08-02,72,pop
1lTBkwEm0wim9RsMXqtqWy,My Name is Malguem,QWER,2024-09-23,60,pop
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),Post Malone,2024-08-15,84,pop
7vjfnsnDXZGK4PSq54ISjc,1-800-hot-n-fun,LE SSERAFIM,2024-08-30,73,pop
4dmruTsdHIOjfOIeaFitXK,幾億光年,Omoinotake,2024-01-24,73,pop
39gaUtq2z4ejJbno7tWHbL,T.B.H,QWER,2024-04-01,59,pop
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,2024-05-31,85,pop
2otdcgLtoowuQzlU0Cx827,夢幻,MY FIRST STORY,2024-05-13,65,pop
4rTPLtqJxa4UtCBkdMwSp6,Whatever,Kygo,2024-06-21,77,pop
5pN2AyWwjzwRoI7gukEVNd,さよーならまたいつか！- Sayonara,Kenshi Yonezu,2024-08-21,62,pop
2lkhdnz6pWlErZuRLnBXTt,IYKYK,XG,2024-10-11,66,pop
7gMfVc4zfNIxuMyMGglOHa,Rebirth (Intro),Jimin,2024-07-19,72,pop
6HuHyXviAdpmnQu73JHfBz,Ghost Town,Benson Boone,2024-04-05,76,pop
5q0EXnBYyeCdXD72FzJxH0,Illusion,Dua Lipa,2024-05-03,76,pop
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,2024-06-07,82,pop
0W0iAC1VGlB82PI6elxFYf,Guilty as Sin?,Taylor Swift,2024-04-18,75,pop
42lDvdAmBr7H5hLzvr882L,舞台に立って,YOASOBI,2024-07-26,61,pop
3HMY0r2BAdpasXMY8rseR0,Too Sweet,Hozier,2024-03-22,78,pop
3ivdlmTbUSv5JN9W8Tk9V1,Brought The Heat Back,ENHYPEN,2024-07-12,72,pop
6WO7IDGLakjO38lsvI2gHB,Slow It Down,Benson Boone,2024-03-21,71,pop
6qafqn8bBMy7t5c5WqpyRk,Closer Than This,Jimin,2024-07-19,69,pop
5uYnVpwOGOaiXTJmhNd62P,アンビバレント,Uru,2024-01-20,59,pop
0rtDE9zfXbamTlRUSwY7zy,Belong Together,Mark Ambor,2024-08-16,81,pop
2prqm9sPLj10B4Wg0wE5x9,BLUE,Billie Eilish,2024-05-17,82,pop
0DCUrM5omLum9e4UXCKhEM,Burning,Hitsujibungaku,2024-07-03,62,pop
5o0osRx8kYJTOqlOSggr9Z,Carry You Home,Alex Warren,2024-09-27,81,pop
5LclntckGFFGFUVGJk9Z4x,新しい恋人達に,back number,2024-07-15,71,pop
6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,Billie Eilish,2024-05-17,82,pop
3gYWGRS64XrGSrjD3vvtga,Moonstruck,ENHYPEN,2024-07-12,70,pop
6jRyCWUAnRVir3OK4jSZvV,さよーならまたいつか！- Sayonara,Kenshi Yonezu,2024-04-08,62,pop
34DtDWmIUacoop6Md298vE,Pump Up The Volume!,PLAVE,2024-08-20,59,pop
5ZUIPLoTLJZrPQh2kFZEUM,Addicted,Zerb,2024-03-29,80,pop
4pkb8SbRGeHAvdb87v9rpf,Miles On It,Marshmello,2024-05-03,81,pop
3VaKWbW68AyOkEl4AxhXA2,Be Mine,Jimin,2024-07-23,69,pop
1CsMKhwEmNnmvHUuO5nryA,SKINNY,Billie Eilish,2024-05-17,79,pop
3SKH53SPQbEnZR4cJPVaz2,Messy,Lola Young,2024-05-30,86,pop
59ldd5koyBqo1vFp6MusW1,Be Mine,Jimin,2024-07-23,69,pop
3pCJv99i3sQWlYV5x3T60E,"right person, wrong time",Henry Moodie,2024-09-27,63,pop
3EJfFRgtbIYzBQdlc6PO9V,Vai Lá - Ao Vivo em Goiânia,Maiara & Maraisa,2024-09-26,82,pop
0LMwmV37RCmBO2so0szAFs,Whatever,Kygo,2024-01-19,76,pop
2KdyhL41F9solmRiyLQ3yl,Sei Tocar Violão - Ao Vivo,Clayton & Romário,2024-09-26,82,pop
7qbJ4Dh8xuYUFdAWL8SFPK,Guess featuring billie eilish,Charli xcx,2024-08-01,60,pop
6TGd66r0nlPaYm3KIoI7ET,THE GREATEST,Billie Eilish,2024-05-17,82,pop
1zJUr9Oo5zEjvJrdlg67jQ,Steady,NCT WISH,2024-09-24,62,pop
6BOgN046AFobs2sZV7YlRy,Wake Up,Imagine Dragons,2024-06-28,70,pop
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,2024-05-31,83,pop
5oIVNm56t6OIf9ZjdEG3ud,Coincidence,Sabrina Carpenter,2024-08-23,80,pop
3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,d4vd,2024-03-28,78,pop
1T6xi2QrnmwaebXGvWAjLg,WAY 4 LUV,PLAVE,2024-02-26,59,pop
0voOaunLYYqPHrsgXbFVlW,I wonder,Da-iCE,2024-10-02,71,pop
7K1BLb6MpvKuGEPpHw35mO,Never Going Home Tonight (feat. Madison Love),David Guetta,2024-09-06,76,pop
5REMa10O4aA2mLtYyflWxs,Stars Will Align,Kygo,2024-09-27,73,pop
25uU7huzrh4M91FXJvHWhY,MASCARA,King Gnu,2024-10-04,62,pop
45zLrK0668WQ5JFMyiYmCS,Interlude : Showtime,Jimin,2024-07-19,69,pop
6nIoYpfSvie3Ln46dyi8FC,冬と春,back number,2024-01-24,66,pop
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,2024-02-16,80,pop
52A0oY4u5ufxrHC85JGf4x,Why Why Why,Shawn Mendes,2024-08-08,73,pop
11sirgYaEutV40tkvgpHN6,NEURON (with Gaeko & YOON MIRAE),j-hope,2024-03-29,75,pop
5B5eTk7DF8KVp1zpQoY1XY,The Reason,Hoobastank,2024-01-12,79,pop
7xDd7gl6AGgpiOz5trz4dM,Eyes Closed,Imagine Dragons,2024-06-28,70,pop
3ECvJ97WjbbaTsCZ64pwgI,コロンブス,Mrs. GREEN APPLE,2024-06-11,71,pop
1LLUoftvmTjVNBHZoQyveF,THE DINER,Billie Eilish,2024-05-17,78,pop
593knnQN4REEshx8th9zgK,Strangers,Kenya Grace,2024-03-21,74,pop
1ySWoGgrduSzvtJ3PUzO41,Who (Shibuyakei Remix),Jimin,2024-07-23,71,pop
3CmVQtVx9KlzOuPhRJRShH,ホムンクルス,Vaundy,2024-07-05,62,pop
2mWfVxEo4xZYDaz0v7hYrN,Juna,Clairo,2024-07-12,78,pop
61DzuO5GOWbN9aX9G4Pop9,Romantic,SEKAI NO OWARI,2024-05-10,62,pop
3iPIDAFybaoyqX7hvAfWkl,Sharpest Tool,Sabrina Carpenter,2024-08-23,78,pop
3JLhwgadVkN8zckxL1ICrI,O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo,Hugo & Guilherme,2024-07-31,79,pop
1YsU8rW2u8z4F0pwOBQ4Ea,feelslikeimfallinginlove - Single Version,Coldplay,2024-06-21,75,pop
22eQvkARz49TB9Unclo2b0,恥ずかしいか青春は,Ryokuoushoku Shakai,2024-07-09,64,pop
38Ypb7FJIGVovqqQO2Yu5S,二度寝,Creepy Nuts,2024-01-27,64,pop
70eyG7pqKozUvKPKXLXmpI,i am not who i was,Chance Peña,2024-09-13,78,pop
1ZtkxrnxZB6r8nIiHwqaUn,Rebirth (Intro),Jimin,2024-07-23,64,pop
1QxxBUAx42J8pIFYJJR880,Pretty Slowly,Benson Boone,2024-08-15,74,pop
7DpUoxGSdlDHfqCYj0otzU,BITTERSUITE,Billie Eilish,2024-05-17,77,pop
1MC8JLPV4fbvVBqvGSLoDf,Who (Rock Remix),Jimin,2024-07-23,72,pop
1kPhV0KQui1phEpjnWIqUN,Smeraldo Garden Marching Band (feat. Loco),Jimin,2024-06-28,67,pop
1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,Drake,2024-08-30,78,pop
2ZqTbIID9vFPTXaGyzbb4q,Neva Play (feat. RM of BTS),Megan Thee Stallion,2024-09-06,73,pop
2x9lpe6UIHNqLf8fB8qpb7,Who (Rock Remix),Jimin,2024-07-23,72,pop
72DMWUqA8F3gdcnMbSy3Q3,月亮,芒果醬 Mango Jump,2024-09-17,52,rock
6M6ZNRplLNspFEn6Ab3mOv,オレンジ,SPYAIR,2024-02-14,66,rock
47N81NMkB488fuOwOC3Oip,Nobody - from Kaiju No. 8,OneRepublic,2024-04-12,68,rock
383jUaGNWGCuCk7FcR9ZUZ,Same Blue,OFFICIAL HIGE DANDISM,2024-10-02,46,rock
19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,2024-08-19,84,rock
78W4mTLIh4qoLu92W4IQhO,ライラック,Mrs. GREEN APPLE,2024-04-11,77,rock
4axRXA4vk8KfptPTZzOsVe,Goodbye,TRASH,2024-09-13,46,rock
0oF9jpn0n8afMpbHKgRd6J,I Ain't Worried,OneRepublic,2024-07-12,77,rock
3fgehc497TFqKH1zBL2YNK,Heavy Is the Crown,Linkin Park,2024-09-24,80,rock
6HZPD9zSpnO3Rb5Q7copeU,我活著,FUMON,2024-09-13,44,rock
61f3iPQRIe0I6CSj7qJdi3,Delusion:All,ONE OK ROCK,2024-07-12,63,rock
4odyxCOjYB1aBmc28hP1X2,幸福的末班車,TRASH,2024-09-13,43,rock
4PCQHOJFMV9BWq46UMVf2l,familie,Mrs. GREEN APPLE,2024-08-08,74,rock
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,2024-09-05,85,rock
3SiVMpHxTS1gspWzRZE50S,Nobody - from Kaiju No. 8,OneRepublic,2024-07-12,63,rock
2otdcgLtoowuQzlU0Cx827,夢幻,MY FIRST STORY,2024-05-13,65,rock
3HMY0r2BAdpasXMY8rseR0,Too Sweet,Hozier,2024-03-22,78,rock
0DCUrM5omLum9e4UXCKhEM,Burning,Hitsujibungaku,2024-07-03,62,rock
0v28VNzha19ITL8uHiE6zD,Goodbye,TRASH,2024-08-13,40,rock
5LclntckGFFGFUVGJk9Z4x,新しい恋人達に,back number,2024-07-15,71,rock
7qKIbKpRqsDoXG5vMK6fuT,Sunshine,OneRepublic,2024-07-12,70,rock
5eSDBrEsUkldVReOJzRlHc,Subtitle,OFFICIAL HIGE DANDISM,2024-07-24,38,rock
0iLIgKxcFK1TkLHPyVXvAz,ミックスナッツ,OFFICIAL HIGE DANDISM,2024-07-24,38,rock
0AANLHq2fhvZ2visaEM4tD,迷路,宋德鶴,2024-05-10,39,rock
6g1E5jgDEclCdBvm9vz76I,反正我願意,FUMON,2024-09-13,39,rock
2kLWSmKHhfUBepkIA9oNe5,Abyss - from Kaiju No. 8,YUNGBLUD,2024-01-19,68,rock
0gMFrSk8tcpREhI7xtoQIE,雪の音,Novelbright,2024-04-03,54,rock
1D17tCxxGetsVqi9NUR0xv,破碎的薔薇,FUMON,2024-09-13,38,rock
6BOgN046AFobs2sZV7YlRy,Wake Up,Imagine Dragons,2024-06-28,70,rock
124iPtilmfaErgOBfMuv4H,IT WAS LIKE,FUMON,2024-09-13,38,rock
0ifl6VeDZkAhEQtC1J1QBk,QUEEN,LiSA,2024-10-13,59,rock
3pc9QgBIWYO0LVMBUfsGXl,TATTOO,OFFICIAL HIGE DANDISM,2024-07-24,36,rock
6KmrCHbuNOsdoeDOpwetr7,Nice to Meet You,Imagine Dragons,2024-06-28,68,rock
6nIoYpfSvie3Ln46dyi8FC,冬と春,back number,2024-01-24,66,rock
7uG8ZxJPQt6BMN0OE5sxYR,Star,N.Flying,2024-04-09,55,rock
4Fm8ggLr1zXelWShFbqiZE,Teenage Blue,Eve,2024-10-04,53,rock
4NqQsjG9k9tCChdp51jX8V,言葉にせずとも,SIX LOUNGE,2024-10-04,63,rock
5B5eTk7DF8KVp1zpQoY1XY,The Reason,Hoobastank,2024-01-12,79,rock
7xDd7gl6AGgpiOz5trz4dM,Eyes Closed,Imagine Dragons,2024-06-28,70,rock
3ECvJ97WjbbaTsCZ64pwgI,コロンブス,Mrs. GREEN APPLE,2024-06-11,71,rock
1KlMrB24N1ox90urr5wJh6,還能再看到幾次滿月,宋德鶴,2024-09-20,35,rock
1FkdbctLwmbia21Hrqzo20,SOULSOUP,OFFICIAL HIGE DANDISM,2024-07-24,35,rock
0jb6zLAvM71gVLrEebcez9,懦弱,TRASH,2024-04-30,35,rock
1oK3tflFpgnCN64AFCfybq,相信2Ø24 (feat. 于修),TRASH,2024-09-13,35,rock
1KdvqbyKrvIxV2tD91jieZ,日常,OFFICIAL HIGE DANDISM,2024-07-24,34,rock
5hKE4hbAVMP38XWjRlXZPO,In Your Corner,Imagine Dragons,2024-06-28,63,rock
0ziuZK13NMsRu3xI9Qr90C,自由靈魂,FUMON,2024-09-13,35,rock
5A5yn5yjoWGpklQL1PFyVa,懦弱,TRASH,2024-09-13,35,rock
2Wop6FEmIstWTMeQb0TXcw,Take Me to the Beach,Imagine Dragons,2024-06-28,66,rock
64Wue8TSyB26qBLzLqAfg8,ホワイトノイズ,OFFICIAL HIGE DANDISM,2024-07-24,34,rock
5imUfUWymFxA95eoTId9vs,It Hurts,Culture Wars,2024-10-17,55,rock
2A5qznDAIrKPTAOuD85rem,Blessing,FUMON,2024-09-13,34,rock
33qTER0xTXBQPDMSYR1hGX,Dear,Mrs. GREEN APPLE,2024-05-19,66,rock
1As0ovp1JGYw6QD9gSvDi2,Ai To U,Mega Shinnosuke,2024-09-18,44,rock
4ZIbUCcroSPaZLnxmhm6wo,Sharon,OFFICIAL HIGE DANDISM,2024-07-24,32,rock
6GVwWeD84JggU70yWK441Z,Sad Melody,FUMON,2024-05-10,33,rock
2vk6egqv7K4s6HwMDqOl1V,不重要的結果,FUMON,2024-09-13,33,rock
2Morv8EWzWFsfbqG8vdUfy,Fire in These Hills,Imagine Dragons,2024-06-28,59,rock
46mVcLRZJ5PRJ3CsoRXDTY,UNDER and OVER,THE ORAL CIGARETTES,2024-10-02,51,rock
5SjNA4XCvnggm47yCdNGYe,Don’t Forget Me,Imagine Dragons,2024-06-28,62,rock
1LY3GhF0zxIVgbYEQjCbUO,The Sound of Silence - CYRIL Remix,Disturbed,2024-02-02,82,rock
7sditHCsoFw3nHnjFv1BHV,ナハトムジーク,Mrs. GREEN APPLE,2024-01-16,65,rock
2HjDPVyT7mC5ZiajZUL55Y,repeating,FUMON,2024-07-26,32,rock
6ubI9ALQi6TQYZm7tVPDAi,傍若のカリスマ,UNISON SQUARE GARDEN,2024-10-02,59,rock
32n8uWvtaJtc2aORJbgxkD,Chessboard,OFFICIAL HIGE DANDISM,2024-07-24,31,rock
1SDljT8cTHYNH5zvSdAdkk,Die With You,TRASH,2024-09-13,31,rock
5OsUCYVz6vPZ5u50XgAyhe,反正我願意,FUMON,2024-06-14,31,rock
6VCxILNoke8IsJkPfOYRap,3MPTY,FUMON,2024-09-13,33,rock
0d0K90wpp2CDfy7923mZ00,Sign,Aimer,2024-07-08,46,rock
049uXN76j7jCn0OrQiSDCm,Into You,N.Flying,2024-06-25,44,rock
1i5u28LuH3TddcRfOC7Y8U,RE RESCUE,Reol,2024-10-06,50,rock
2yqxJ47Jtk00KecdzIPuOD,如果如果有一天,FUMON,2024-09-13,30,rock
13EAceNqzWnuM11xgUqzqx,Finder,OFFICIAL HIGE DANDISM,2024-07-24,29,rock
1QO4QjFDpibHdYoOlTGH6x,Gods Don’t Pray,Imagine Dragons,2024-06-28,63,rock
4o120XeV8els1S5bu7mzBX,Eyes Closed,Imagine Dragons,2024-04-03,64,rock
12ZNHYLBtfcrNWUepsoOzR,ブラックボックス,LiSA,2024-07-06,48,rock
4MLQAVywsyoH1RSNmDY4zT,面影,Novelbright,2024-04-03,50,rock
6WTFHKrnZpwEBLRS10Ylqs,misses,Dominic Fike,2024-05-03,78,rock
4wjephTaBH2vOoRz4vlPnE,忘レナ唄,Macaroni Empitsu,2024-04-10,52,rock
6At8fG853JqHaZP72oONtA,遥か,Aimer,2024-04-02,46,rock
4jAUeWwomc0Pn0O8gq5Y0u,オン・ザ・フロントライン,Hitorie,2024-04-15,49,rock
